ProbeID,GSM1013208,GSM1013200,GSM1013198,GSM1013205,GSM1013206,GSM1013207,GSM1013199,GSM1013180,GSM1013175,GSM1013229,GSM1013176,GSM1013181,GSM1013182,GSM1013177,GSM1013178,GSM1013183,GSM1013213,GSM1013221,GSM1013214,GSM1013222,GSM1013223,GSM1013215,GSM1013224,GSM1013187,GSM1013233,GSM1013192,GSM1013188,GSM1013231,GSM1013193,GSM1013194,GSM1013189,GSM1013232,GSM1013190,GSM1013195,GSM1013196,GSM1013197,GSM1013191,GSM1013201,GSM1013209,GSM1013234,GSM1013210,GSM1013211,GSM1013202,GSM1013235,GSM1013203,GSM1013212,GSM1013204,GSM1013216,GSM1013217,GSM1013225,GSM1013218,GSM1013226,GSM1013219,GSM1013236,GSM1013220,GSM1013227,GSM1013184,GSM1013228,GSM1013185,GSM1013186,GSM1013179,GSM1013230
cg19945840,0.371673904431641,0.363809970166352,0.357096001261692,0.374574561510567,0.387490962149493,0.369990725844903,0.337525643429426,0.336641071253875,0.406092194257349,0.319839441414346,0.35878473257588,0.337441814256676,0.317369854173768,0.349403945928055,0.390371050706941,0.383893837300177,0.380852389646951,0.347328365707357,0.357559887734345,0.339728182958033,0.340417128308727,0.388319591981159,0.430136095457711,0.387421559465179,0.377709691743248,0.365282169830064,0.348536824510922,0.371161923766638,0.375655880162381,0.360913866842807,0.347278175203226,0.265032822774019,0.364083408825752,0.35271189078411,0.317026325818788,0.315587719985939,0.356081056888502,0.363065806730972,0.344983036724968,0.380787123847298,0.34419492277356,0.35065111197446,0.359356967883506,0.407201133287079,0.35546834198649,0.367550267690262,0.351485649957641,0.382791750285586,0.342783132851206,0.286891081321517,0.343497125343171,0.358535965941688,0.384934474832965,0.404632570888367,0.367387853540097,0.375309584267867,0.37961199489842,0.308315011104625,0.380876305010242,0.319364524194249,0.322437117431447,0.367203197518206
cg13319175,0.968579496103434,0.978184007927185,0.953150879413816,0.957964140558226,0.945097804991178,0.957492646293857,0.96662643652422,0.954077809809732,0.845528699201712,0.95545518835083,0.94703822542127,0.950217944154491,0.906128700850361,0.961543361782079,0.963261878092112,0.966567952012157,0.963569760355293,0.965258309658163,0.963022896432404,0.960832856318179,0.962703536075682,0.958273090860044,0.965797626119996,0.964466000240857,0.935356009330543,0.931156153285183,0.950952492053684,0.933077591667652,0.95467296342045,0.938346087416617,0.961483788189889,0.950279725476631,0.957668095814299,0.947213792773649,0.953868133901366,0.953496536446895,0.958857527323565,0.952967020207114,0.948424589457844,0.962186689501592,0.956624697823057,0.957274011675661,0.95290868425099,0.969198238693372,0.949140340707612,0.939639312177673,0.957352752196826,0.954086104683765,0.955788272237893,0.945982556417201,0.959765198487048,0.953087937961721,0.948427731383376,0.952160112814249,0.954731921270106,0.946459003894466,0.954129694272206,0.927985744829399,0.953337449022866,0.958141965849975,0.944931157648627,0.952401460609331
cg21211748,0.0410267095946377,0.034513404707943,0.0535924774548819,0.0534168816360368,0.0507451472265822,0.0545529702958777,0.046037159482734,0.0426313754803564,0.0346498249256061,0.0484640229698021,0.044185716713566,0.0523860944223324,0.0496024877784937,0.0413295201654802,0.036356355428925,0.0382482105606864,0.0378802498280032,0.0448864128838821,0.0429234758390009,0.0455051256749669,0.0435664718923954,0.0337842623090922,0.0408715211650255,0.036782925383256,0.0669304183387933,0.0633312635420197,0.0457525499587441,0.0694047128172088,0.0431782092534354,0.0501154742578619,0.0363042826459216,0.0381323976232428,0.0500342342320396,0.0457079613763215,0.0484162566638218,0.0465939697962446,0.0365704182573489,0.0466667616192199,0.0458863950071805,0.0413480757771144,0.0416803431975695,0.0469707833806021,0.0553174874376607,0.0423632727270203,0.0510034115799261,0.0460006195470068,0.0395514224323366,0.035314058919209,0.0387464138660285,0.0400953148963432,0.0563093791189059,0.0481161388667538,0.0476025870582981,0.0548651618279038,0.0296072935528779,0.0363836866599685,0.0414509435286891,0.0680928269121343,0.0500543681238003,0.0544158124150733,0.0548639549569984,0.0338080254950932
cg19420968,0.91797926283976,0.941832179227331,0.927793044708951,0.914697026920503,0.943254732590816,0.948691479133087,0.946902659069315,0.972132118690945,0.955242155406841,0.93706521604594,0.946751596405503,0.911776205410441,0.815935493022955,0.96117588052571,0.946064774918999,0.947476648884224,0.956177375032189,0.948870413834073,0.937527086660082,0.922072279307887,0.944962262786891,0.938448232252092,0.951085550052106,0.963943589252493,0.937688319556984,0.934306098586196,0.936827440673214,0.961813096183477,0.936645289321388,0.941237894751231,0.976902227809924,0.977846637758538,0.916043517741121,0.939823312935169,0.977096984610402,0.931681336125264,0.919538268169057,0.91200128725048,0.917009461799646,0.923609781185223,0.960707513524741,0.93759314428162,0.946773919499445,0.939067622751606,0.932170790012151,0.924267952316807,0.945326176413361,0.920125509084224,0.950802306021331,0.966527038558607,0.938618848947616,0.938930767553531,0.931935991553415,0.918722145382881,0.962587672345731,0.945462152057223,0.933595243566852,0.989889488163601,0.920199416498024,0.951076721676822,0.964668087140313,0.94201412356646
cg14992253,0.118289855449257,0.0886144525877707,0.11333468839269,0.111103284311105,0.121458155021557,0.0825573942809796,0.0715714932015742,0.103988552808723,0.14537631725225,0.0965854128976866,0.0948339560726327,0.131839355015608,0.0344917414254726,0.0896426857600322,0.0845766921343485,0.125188036042533,0.104799895263381,0.111538939659793,0.0965782989339568,0.11245170706653,0.0944913949104733,0.121779545378955,0.113244556137419,0.0898185568090002,0.143344957593719,0.130213349230064,0.11704268546553,0.087868489323678,0.0970250582200716,0.101606202009208,0.0858587216698562,0.0995319223299639,0.103643154267675,0.0792596877369051,0.0809159812412682,0.103386839477549,0.0740686942243344,0.104062200620163,0.110351938741247,0.108225713839861,0.0927602226616763,0.0871207079889602,0.0886119677707641,0.165277613962188,0.0913171359087517,0.0997270707907451,0.0962060956535797,0.0989298414293685,0.0763996023720274,0.0258053870902933,0.110762724178362,0.119046904189004,0.105694077330734,0.15196378862403,0.11532720804138,0.0890767096709793,0.0918091114771373,0.0260277710250959,0.0969458024149697,0.11174561136238,0.0718346338995752,0.107778694506626
cg26372517,0.0639570453905005,0.110233920511817,0.140474176870833,0.169571172431943,0.180719244939918,0.177325941297592,0.0757417814538605,0.13198463039897,0.0216064741743617,0.0702174515033633,0.22625157792871,0.0450904763424708,0.0219961616484595,0.0922395882231003,0.240621862538325,0.0957478132118055,0.0939345924859983,0.152758105380817,0.128429447660295,0.102970167898287,0.112449046944116,0.152658965629338,0.1066749849903,0.274862455219571,0.162087203220062,0.196005955354328,0.143100537916961,0.087152185673107,0.1769158687776,0.192114646860852,0.0635274107195775,0.0763883723400473,0.156474894152528,0.0543072673844308,0.241332067916176,0.0547053052076011,0.150038787753587,0.270476835022355,0.0781106196740331,0.224399265185069,0.222208666452171,0.149996746429256,0.136308043225099,0.261750396696956,0.073141874224491,0.105941181656138,0.155635489367179,0.0904528846981577,0.167057212241857,0.0293876378908193,0.284522637063743,0.165046006088414,0.19564432849766,0.307096721899557,0.135946370180499,0.14509431489755,0.0600214439662934,0.0294664860692808,0.183706793763735,0.0600040754119862,0.109914055768533,0.0432666592915311
cg19046959,0.0654387837057367,0.0697732877701359,0.0906866934512071,0.0861702641275593,0.0773482387093943,0.0491519738085269,0.0303406516311547,0.0815814613129411,0.0480959696794198,0.103671034300235,0.045888825365221,0.0360254327527579,0.020887871968538,0.0584360361154266,0.0348976842437184,0.0740711957849884,0.0550390054621693,0.0842863356407836,0.067429791327752,0.0962487010578744,0.0822694508089318,0.0501654258038022,0.053588256526942,0.0464607083316627,0.120421616913343,0.0783424784608781,0.0972041933584939,0.107035032279655,0.06790342014855,0.0801061662544419,0.0760474347889628,0.059786929185102,0.0489623235045827,0.0547353172696806,0.122700408829036,0.0619767401293284,0.0624096945260728,0.0693018833335849,0.0795149092720421,0.085090684515471,0.0856040052787367,0.0976687908963142,0.0741292223338055,0.0611290907587007,0.0600468599502486,0.0600955565463197,0.0648420698590427,0.0735113019913765,0.0634149442703958,0.0445000658891809,0.12143152572624,0.0729905580987007,0.0645206626738182,0.0521046646802835,0.0620024517339175,0.053874431870327,0.0861263491477899,0.0640092590670146,0.0928189208212582,0.0843346256441493,0.0252967998390798,0.074393776166951
cg07388493,0.58323878585144,0.604731166697138,0.588844832299341,0.619507042287525,0.634666695586353,0.599448640322329,0.632695530125646,0.621264560168323,0.938987456105284,0.676858300264874,0.601741628126332,0.662190702423575,0.877094647013056,0.644498130884639,0.664173709423558,0.596111286551303,0.574581091078368,0.584930719683813,0.705836046896702,0.633337759928187,0.601514719446596,0.656540909560628,0.619809361686391,0.581277500057824,0.661313666743614,0.607102538902887,0.627262460557585,0.612759410456606,0.619830039303093,0.575677602051189,0.707260379809258,0.686483091546581,0.532198756278083,0.577372588524157,0.645825152052648,0.597901489942923,0.661697475923075,0.586665675465321,0.635364701490558,0.550841213869873,0.635327515927962,0.651744017968761,0.614534588878017,0.51370057509601,0.616796907858853,0.657973734750529,0.545622882432883,0.629391285784525,0.674966265189592,0.445216184005142,0.673095140428585,0.620162833246839,0.518385169130615,0.505382786034525,0.60141120567811,0.572028811467214,0.613957823867614,0.941027974013083,0.56023154754414,0.675734253614146,0.591606224338203,0.584026798480222
cg19044674,0.0485875278920074,0.0540651172210423,0.0501471874863164,0.050623180677794,0.0497726913058133,0.0541449867562953,0.0555981784129654,0.0619745512776997,0.152269944101878,0.0354681513187195,0.0433770247138006,0.0514873400276274,0.0605745988337193,0.0534278070940002,0.0567979906330917,0.058201249732333,0.0531802940219591,0.0507318064254429,0.0527418439093623,0.0730134163553333,0.0343173989729667,0.0568883978374535,0.0599618506194458,0.0613933366593481,0.0538853567459757,0.0580003700398838,0.0459964800922803,0.0349917976601655,0.0494858522754154,0.0443877958931971,0.0476848061425991,0.0558250567543502,0.0841476150898265,0.0686582418416062,0.0617733499406323,0.0591920757653788,0.0528179400903894,0.0588952265893371,0.069604010761063,0.0582463789494087,0.0604528094801545,0.0562701386003286,0.0525025314653705,0.0623186000423341,0.0603086582744554,0.060366737132579,0.0585267906885143,0.0740067706187921,0.0613127537138058,0.0628454302656437,0.0599610622725464,0.0610091668951134,0.0694916830539479,0.0643719821484675,0.0576898785342197,0.0660149625092473,0.0651257632864685,0.0607704052374208,0.0570196826102347,0.0571252781006527,0.0626141403044805,0.0401510848758458
cg23786576,0.0390973025462824,0.0278249720133685,0.0370351254607491,0.0346586805091145,0.0296160547349935,0.0368211342300065,0.0203747778794587,0.0305417574457404,0.0225614928872202,0.0356850251000738,0.0396774961054333,0.059841466261335,0.0277137722788952,0.0294599567284741,0.0351675183959075,0.0313278912822077,0.034992551613659,0.029159102539482,0.0423642492885024,0.0357151566188382,0.0337834853836367,0.0292736031484752,0.0358652072473157,0.0375099706022397,0.0465269746465052,0.0404427038803588,0.045093133563277,0.0264724230248293,0.0366211674346816,0.0334709474541326,0.0189860076292582,0.0302755054812246,0.0332453252419823,0.0304073014097275,0.0287344303532815,0.0258663034369726,0.0411963765069446,0.0282767062536679,0.0328309616807923,0.0277648352192709,0.0363868658634214,0.029131297922013,0.0305879688747769,0.0426132129185056,0.0327303444847291,0.0366515717317104,0.0388079018197407,0.0298245568026912,0.0338048731445283,0.0316693190395423,0.0360188077858892,0.036548411150123,0.03500394733271,0.0390474447501026,0.0290128591747995,0.040106560533109,0.0407164223768983,0.0474594564849283,0.0407725556817904,0.0309110328319611,0.0270750882386921,0.036561298703335
