ProbeID,GSM1338100,GSM1338101,GSM1338102,GSM1338103,GSM1338104,GSM1338105,GSM1338106,GSM1338107,GSM1338108,GSM1338109,GSM1338110,GSM1338111,GSM1338112,GSM1338113,GSM1338114,GSM1338115,GSM1338116,GSM1338117,GSM1338118,GSM1338119,GSM1338120,GSM1338121,GSM1338122,GSM1338123
cg19945840,0.345296564782189,0.449648857477645,0.427193049663181,0.400954676930786,0.428489746543041,0.386766864002476,0.384585350806874,0.41931279325219,0.330012986064921,0.371534330316345,0.361068452973292,0.439511694761348,0.377556609308302,0.452331094007912,0.36994049297231,0.394995089955861,0.444253816518347,0.358106483113841,0.362997239669465,0.397012094983047,0.35171780512093,0.351601268211355,0.373377781640061,0.384430165802225
cg13319175,0.961938564733397,0.972110792394833,0.971543332586453,0.965962015096225,0.948255005313822,0.952252028157099,0.954834700565943,0.938832308146219,0.977505971805887,0.968001969820771,0.958840849103373,0.970921534300042,0.960664007290624,0.966351003112085,0.959326797811953,0.959369279434139,0.952269443158869,0.962094716810557,0.964856863350518,0.952950404825417,0.961916213992584,0.961689768047238,0.968789227821983,0.972066798759391
cg21211748,0.021271218694037,0.0306411933564192,0.0275408940614347,0.0448379472654811,0.0452268897638205,0.0365631351407761,0.0331025523538732,0.0382954181061828,0.0330742515435395,0.0379957572771418,0.0252700994220951,0.0236226813030886,0.0260034404167296,0.0427263677695435,0.0404310435946604,0.0313266223607416,0.0408698103164337,0.0543377160968147,0.0337007033819442,0.03033219034101,0.0338604720836014,0.0280523496989341,0.0297472904233493,0.0387108477479504
cg19420968,0.907254875282853,0.9300057731041,0.930831578687723,0.94152222890181,0.923766186945536,0.92979990831928,0.961481320315704,0.916730091918148,0.965015091766047,0.945854611259149,0.95344612534901,0.960622624591978,0.93181421502651,0.962523837106967,0.946539135616365,0.751430603644227,0.937422061296361,0.948310995214909,0.951004710713486,0.963653101900199,0.963035145251363,0.957535951237995,0.965276155809906,0.934176827718306
cg14992253,0.136481398819183,0.0260622785146678,0.148616839457863,0.0961112103567939,0.0911219888695095,0.0903041266683683,0.100738380456595,0.186218511211811,0.0564808702811864,0.105651029078059,0.0736788310912749,0.100392216818411,0.0889778757513369,0.0746910587589545,0.100113730887328,0.140463936408385,0.118527982669524,0.0738182596503947,0.0783493274640908,0.118763495194263,0.0755066266869181,0.0659860685102325,0.0712813153827287,0.135022697649832
cg26372517,0.286476537330981,0.193025815049108,0.293554623630471,0.156522076830527,0.225693399980258,0.442478997306233,0.222466470257519,0.444251854250803,0.041597307412353,0.094671832259093,0.0962785996012448,0.161035917274685,0.205777374245162,0.249320226417198,0.156532061629072,0.0335320997255057,0.206831869797838,0.111835536363794,0.0680162836851981,0.314518298648744,0.142411340742066,0.029286951287849,0.095106854241274,0.126152632353762
cg19046959,0.0284751058722479,0.0515615056314247,0.0642661735239122,0.0934208796220364,0.0491358883724138,0.0540460077079238,0.0896233209853051,0.0980411794457293,0.0847828269873801,0.0701855968974079,0.0909798092312033,0.0578896266159203,0.0723305661842507,0.0414295634482207,0.0529549057771742,0.11324774825787,0.0595225736227011,0.078086949413816,0.083191618531743,0.0527630060417967,0.0852694173555727,0.0534045648687852,0.0715600561743553,0.093456903910609
cg07388493,0.498017767080305,0.66666719794485,0.430755053823696,0.626561704668286,0.543450864460768,0.495406920516796,0.626439306883508,0.507384901459007,0.657299489964094,0.645388980432624,0.69045265410551,0.623902741452115,0.579472829600821,0.512562432982243,0.59837732741899,0.801545351530434,0.591206083094906,0.588721063396935,0.598079449800018,0.534362405512416,0.640991599788384,0.569663896635807,0.602780863000302,0.573658664720502
cg19044674,0.0329647642722579,0.0518990103939984,0.0589921423913098,0.0524484252989447,0.0487806112392405,0.0440002496890701,0.0437420183306501,0.0549304954712251,0.0533298289240688,0.0531966486615779,0.0539789207472545,0.0404418625564824,0.0517344913946501,0.0409655155822967,0.0650223984555709,0.044276953086724,0.0423396449635087,0.0418719052388856,0.0675241055245446,0.0461854553368264,0.0501550056542918,0.0455230555939253,0.0481421068999224,0.0463145783462555
cg23786576,0.0244367020396316,0.0183478354718404,0.0265063132473329,0.0259222331543695,0.0211039723376912,0.0246107374069258,0.0303299273682476,0.0326413440105556,0.0312497979387393,0.0319644304211193,0.0302159952109131,0.0302434719838779,0.0266452986172623,0.0236189297240537,0.0324169655641586,0.0228252956030656,0.0227974807342652,0.0292674595452004,0.0316069435348165,0.0210485009808625,0.0139719474113091,0.0303685231245636,0.0305830095653196,0.0264367644389359
cg18983672,0.965024676052436,0.969598211349928,0.972391508385987,0.971387211339399,0.974327175574507,0.971161171739781,0.973194649071085,0.971052234834862,0.975813078904659,0.976244126662089,0.974347189871796,0.978055649258283,0.969859488271361,0.979539920896956,0.974263696028978,0.972090090341715,0.967209322051572,0.971298245547489,0.968434385699785,0.970235823836617,0.971646883635557,0.979844399508678,0.975281312093242,0.97726476134006
cg10266490,0.456932406814417,0.06772202329186,0.400648207883177,0.356883589290176,0.15042511127147,0.450391105072915,0.423884798413225,0.506498825731438,0.311067082204075,0.311823957689834,0.332566949560156,0.207075235513741,0.260884063586517,0.18552028265706,0.327443381207082,0.255299843960692,0.324258280127188,0.314696156803674,0.388615178931111,0.319618090872891,0.356337714942668,0.250708320780798,0.337491343458272,0.363571798420902
cg06836772,0.146368936772381,0.147253548059813,0.166570098137792,0.194906008294353,0.139024622194377,0.144823032666855,0.138366766757656,0.233538310204511,0.166129623838116,0.151926778005118,0.158889716555931,0.18718672378137,0.176903697758443,0.126801963602908,0.162387189030477,0.204451676934448,0.166823502674643,0.153781386873154,0.186388735526112,0.116267092973602,0.168688131099338,0.139247100892584,0.133041573965989,0.161998459177487
cg22901840,0.490272288317718,0.437183249523737,0.515320661407894,0.469139325510426,0.636671345534966,0.517899997819445,0.437705159161895,0.497232597840347,0.458328755540167,0.464697871562167,0.436720657870431,0.421108063015956,0.409725818554069,0.442124170330064,0.50089199264011,0.55402556993758,0.44157158128502,0.467465100031703,0.470559127904051,0.563298374927115,0.380619669788912,0.468982111640899,0.470097315395119,0.462550606520187
cg09118625,0.493707860316081,0.447488379116661,0.499141307410007,0.454632846448158,0.66610711476889,0.502366796750104,0.458621106322816,0.494475535571446,0.460520398426416,0.453477240040722,0.443794640173934,0.424646736820539,0.423102699234752,0.450653004209239,0.495507059494887,0.496052475588357,0.450834152511137,0.467778213169462,0.437159718498074,0.577617278079766,0.406124465045217,0.462290529108504,0.441817972508326,0.457993113876461
cg08413469,0.0160541129979807,0.0179149193403939,0.0361121032263574,0.0252989794167851,0.0287759475231801,0.0351246042313905,0.0311870064221046,0.0181552536698056,0.0230294952736276,0.0193812250394387,0.0214944994364468,0.0171846922578244,0.0173331370252025,0.0161265018721743,0.0199048979847298,0.020312253046789,0.0179207110054659,0.0194335179484033,0.018313495188772,0.0188567156301859,0.0116683744979143,0.0230047713542028,0.0192949014381735,0.0163376299527347
cg19514928,0.0454037363733929,0.0456505515561366,0.052685295997113,0.0564009637631215,0.0452523234173133,0.0618260803990472,0.0612016090960612,0.0595201632667645,0.0430721413917576,0.0457496039744584,0.0438350430971878,0.0598813372020025,0.0452586633307321,0.0389537793364539,0.0635162650903937,0.065344069527622,0.0506753953329299,0.0513285228739832,0.0590610194540283,0.0411383328532525,0.0499184210880254,0.033764324589064,0.0649144826532141,0.0577824367316077
cg05675373,0.0682989584581402,0.0587615013370843,0.0688228528558365,0.0600867157618483,0.0918337774765575,0.130589127008208,0.0644874887946299,0.0804950687926753,0.059569834870609,0.0629612592306473,0.0448141157966795,0.0763616308789969,0.068867916588561,0.109063623496497,0.0690426547343783,0.052965057317819,0.0763316049402887,0.0528156488642939,0.0704631828292505,0.0965009166458655,0.0640950754803678,0.0624574754618153,0.0516059610407209,0.0484497842225634
cg10045881,0.677674632141681,0.553961118047972,0.644544646888129,0.731832773884037,0.6415912625732,0.719048711107147,0.647666665320253,0.698665765009585,0.689017491838134,0.667135012673617,0.6731502140657,0.656539998200382,0.670193290185572,0.582517035110282,0.671746789419558,0.829866766100706,0.741235960126932,0.691995170419428,0.655540360910424,0.656539579002517,0.667183036609958,0.609759577800312,0.710823531302876,0.736136277804042
cg18031008,0.019747962831531,0.0176147981339327,0.0168171506733443,0.0222736872666156,0.0197422611147482,0.0212565148337756,0.0153677230425351,0.0234240574043905,0.0235911061746002,0.0201566793362521,0.0248081221163578,0.0178355313387367,0.0199455212680076,0.0160850622940162,0.0166021542573884,0.0177239841667774,0.0195959975115362,0.0215629658365327,0.0166490418707305,0.0136795073584779,0.0116968701661728,0.0141731597213049,0.0151204890052697,0.0149687687540872
